None	AALB	ACEP	AGAM	AMEL	BMOR	BTAB	BTER	CNAS	CSOL	DANA	DARI	DBIA	DBIP	DBUS	DELE	DERE	DEUG	DGRI	DGUA	DHYD	DKIK	DMEL	DMIR	DMOJ	DNAV	DNOV	DOBS	DPER	DPLE	DPSE	DRHO	DSER	DSIM	DSUZ	DTAK	DVIR	DWIL	DYAK	GMEL	HKAH	MPHA	MSAC	NVIT	OBIR	PPOL	PXUT	SLEB	TCAS	TRNI	DSEC
LOC108005799|XP_016924618.1|DSUZ	510.4	434.1	494.2	436.4	439.5	335.9	432.6	516.5	440.3	719.5	690.6	729.6	721.5	688.7	729.6	725.3	731.1	611.3	715.3	699.9	722.2	715.3	718.8	690.6	693.0	693.7	717.6	632.9	438.7	718.8	727.2	722.6	727.2	731.9	731.1	693.7	614.0	727.6	106.3	209.9	434.1	406.4	436.8	245.55	430.3	429.1	663.3	386.0	446.8	724.9
LOC108013985|XP_016935488.1|DSUZ	360.1	287.3	353.2	299.7	316.6	257.3	282.0	385.2	261.5	732.3	597.8	789.3	727.6	587.0	791.6	753.1	778.5	592.0	644.4	595.9	726.1	751.1	636.0	600.9	597.4	603.2	656.4	665.2	308.9	664.8	477.6	426.95000000000005	754.6	818.1	790.8	599.7	601.3	750.4	337.8	343.2	294.3	183.0	283.9	298.9	313.9	324.3	608.6	306.6	320.9	749.6
LOC108010915|XP_016931407.1|DSUZ	0	0	0	0	0	0	0	0	0	142.1	92.4	331.6	137.1	0	209.5	171.8	183.0	96.3	52.0	122.1	147.5	177.2	74.3	99.0	97.8	129.0	73.75	75.5	0	76.6	214.35	151.0	137.5	504.2	323.2	127.5	71.2	177.9	0	0	0	0	0	0	0	0	118.2	0	0	145.2
LOC108008335|XP_016927650.1|DSUZ	0	83.6	0	82.0	58.2	0	95.5	88.2	0	942.6	621.7	1301.2	896.7	634.8	1112.8	1063.1	1021.1	657.1	722.2	622.5	921.4	1000.3	566.2	627.5	664.8	636.3	360.9	750.7	0	750.7	1115.9	846.7	991.5	1594.7	1170.6	639.8	672.2	1049.3	0	0	49.3	0	0	70.5	0	0	572.8	0	79.7	991.5
LOC108010187|XP_016930519.1|DSUZ	281.75	228.4	274.6	206.1	210.3	218.4	200.7	261.5	174.1	566.6	454.9	607.4	548.5	458.8	600.1	609.4	606.7	0	543.1	451.4	581.3	615.1	533.1	456.4	455.3	459.1	538.9	534.6	211.8	537.7	597.8	592.4	614.8	637.9	617.1	455.7	498.0	614.4	202.2	203.4	224.9	210.7	161.4	229.2	205.3	202.6	456.1	0	209.5	606.7
LOC108010438|XP_016930787.1|DSUZ	0	0	0	0	0	0	0	0	0	81.6	0	188.7	74.3	0	143.7	131.0	140.2	0	0	0	89.0	151.0	0	0	0	0	0	0	0	0	161.8	89.7	146.4	221.9	127.5	0	42.7	146.7	0	0	0	0	0	0	0	0	0	0	0	147.5
LOC108008321|XP_016927628.1|DSUZ	726.1	629.4	684.5	643.7	500.0	468.0	635.2	639.0	624.4	1006.9	988.4	1074.3	998.0	584.1	1087.8	1067.4	1060.8	985.7	993.0	1005.0	1029.2	1041.6	696.6	988.4	971.5	994.2	1009.6	998.0	534.3	998.0	1085.1	1027.3	1069.7	1118.6	1070.8	993.4	941.8	1070.8	396.7	505.0	172.55	429.5	609.4	630.2	513.8	514.6	976.9	619.0	503.1	1064.7
LOC108011521|XP_016932166.1|DSUZ	831.25	731.9	841.3	704.1	396.35714285714283	752.3	674.9	320.69999999999993	722.6	1048.9	1010.7	1084.7	1002.5	984.9	1063.5	1050.4	1065.4	1003.4	1044.3	1010.4	1054.7	1047.7	1042.0	1011.9	1010.7	1021.1	1045.4	1040.8	641.9	1040.8	1063.5	1052.7	1047.3	1090.1	1076.2	1021.1	1013.4	1053.5	181.78	522.9	723.8	677.9	734.2	721.1	629.0	633.1	961.1	451.29999999999995	495.9833333333333	1047.3
LOC108009101|XP_016928654.1|DSUZ	67.0	0	0	0	0	0	62.0	0	0	110.2	104.0	131.0	110.2	105.9	125.2	123.6	127.9	97.1	107.8	105.1	106.7	124.8	105.9	104.0	104.0	105.5	106.7	105.9	0	105.9	125.6	105.9	124.8	131.0	123.2	104.8	99.4	125.9	0	68.9	0	0	0	0	0	0	0	0	69.3	115.9
LOC108007983|XP_016927251.1|DSUZ	390.95000000000005	307.8	393.7	271.9	339.0	267.7	287.7	328.2	289.3	495.7	493.0	552.7	493.8	473.4	297.75	531.2	528.9	481.9	490.7	486.9	518.5	531.6	438.66	492.3	490.7	493.4	499.2	494.6	333.2	493.8	337.5333333333333	518.1	532.7	562.8	541.6	495.7	482.6	535.8	337.0	350.5	328.6	345.5	331.6	296.6	337.4	338.6	475.7	334.7	334.3	533.9
LOC108021136|XP_016945182.1|DSUZ	677.2	822.8	365.9	799.3	0	434.29999999999995	808.5	1036.2	817.4	2256.9	1892.1	2733.4	2261.9	1772.3	2537.7	2538.5	2493.0	1862.8	1968.0	1925.2	2119.0	2448.3	747.7999999999998	1893.6	1857.8	1946.4	1975.7	1051.55	156.75	1025.2	2647.1	2106.6	2430.6	2803.5	2690.2	1938.3	1919.4	2573.5	240.4	296.2	839.7	254.6	805.1	832.8	160.2	163.7	1763.0	683.7	246.5	2439.5
LOC108021180|XP_016945254.1|DSUZ	595.1	421.0	588.6	471.5	401.7	454.1	471.1	543.1	474.2	902.5	901.0	977.6	936.8	878.2	976.9	973.0	967.6	860.9	910.6	851.7	940.3	965.3	901.4	899.0	896.3	901.4	908.7	912.5	426.0	912.5	976.1	921.4	957.6	995.3	973.4	901.0	870.5	973.4	425.2	404.4	454.1	335.1	476.9	476.1	416.0	417.5	862.8	287.3	427.2	959.1
LOC108008366|XP_016927692.1|DSUZ	256.6333333333334	188.3	0	178.7	184.1	136.3	179.5	220.3	181.8	580.1	489.6	729.6	558.9	420.6	690.6	634.0	664.8	467.2	528.5	453.8	633.6	681.4	511.15	479.6	455.3	472.2	529.6	546.2	189.9	540.8	657.9	625.5	680.2	840.5	706.1	470.3	465.3	656.0	174.5	0	184.9	161.8	196.8	206.5	149.8	156.8	453.0	200.7	188.7	681.8
LOC108015047|XP_016936776.1|DSUZ	250.95	271.9	251.35	270.4	266.5	248.4	264.6	305.4	250.4	373.6	332.8	399.4	376.7	335.1	391.7	402.9	404.1	321.2	362.5	330.5	370.9	389.4	366.7	332.8	334.0	330.5	357.5	366.7	276.2	366.7	399.1	368.6	404.1	441.8	383.3	332.8	353.2	396.7	270.8	276.9	277.7	258.5	267.7	271.2	274.6	273.9	340.9	267.7	278.5	399.8
LOC108012481|XP_016933373.1|DSUZ	44.900000000000006	0	0	0	0	0	55.1	57.4	0	372.9	266.2	461.1	355.5	257.7	405.6	459.1	485.0	235.3	294.3	241.5	359.8	455.3	187.4	268.5	279.3	231.5	319.7	328.9	45.4	328.9	486.9	387.9	461.8	569.7	432.2	233.8	250.55	467.6	0	43.9	0	0	0	0	0	45.8	261.9	0	46.2	462.2
LOC108009355|XP_016929147.1|DSUZ	131.3	69.3	127.9	0	72.4	101.7	75.1	123.2	69.3	186.4	156.0	213.4	186.65	154.8	208.0	195.7	198.0	163.7	170.6	151.8	193.0	203.4	169.5	156.4	155.6	161.4	167.2	168.7	120.6	169.5	201.1	191.8	201.4	216.5	205.3	161.4	145.6	195.3	0	101.3	70.5	107.1	0	84.0	82.4	95.1	150.2	97.1	104.0	205.3
LOC108020154|XP_016943744.1|DSUZ	0	0	0	0	0	0	0	0	0	310.1	191.4	462.6	304.7	206.1	374.0	352.4	380.2	139.4	194.1	193.4	347.4	329.3	222.6	188.3	194.5	203.8	211.5	220.7	0	217.2	406.0	293.1	295.8	490.3	366.3	209.1	181.4	349.4	0	0	0	0	0	0	0	0	144.1	0	0	298.5
LOC108021163|XP_016945233.1|DSUZ	71.2	0	62.0	0	63.2	0	0	0	0	475.3	279.3	461.5	466.1	343.6	523.1	457.2	470.3	264.6	498.4	273.5	420.2	522.3	504.2	282.3	216.5	293.5	493.0	500.4	57.8	501.9	448.0	346.3	443.4	575.5	528.5	292.7	287.7	447.6	0	0	0	0	0	0	0	0	258.1	52.4	0	443.4
LOC108009726|XP_016929797.1|DSUZ	232.64999999999998	119.8	211.8	0	136.0	107.5	0	200.7	102.1	853.6	682.9	969.5	833.9	713.8	939.5	919.1	938.3	723.8	835.5	689.5	911.0	921.8	816.25	685.3	689.9	732.3	842.0	830.5	119.4	827.8	956.1	875.9	926.8	1023.8	982.6	730.3	706.8	934.1	0	119.4	115.5	75.5	0	118.6	121.7	112.8	707.6	122.5	131.0	921.0
LOC108012857|XP_016933812.1|DSUZ	265.8	209.1	274.6	216.9	208.8	209.9	217.2	215.3	194.9	308.9	321.2	339.3	309.3	326.2	330.1	338.6	319.7	303.9	324.3	320.9	325.5	329.7	322.8	322.8	315.8	309.3	325.9	322.8	221.9	322.4	329.3	327.0	335.5	350.5	338.2	302.8	316.6	335.1	218.8	223.4	209.1	224.6	181.8	207.6	223.4	217.6	288.1	226.5	209.9	335.5
LOC108008177|XP_016927457.1|DSUZ	75.63333333333334	46.2	73.9	56.2	53.1	0	49.7	74.3	49.3	119.4	92.8	116.9	124.4	96.7	129.4	117.9	125.6	65.1	108.2	92.4	128.3	120.9	104.4	92.8	92.8	93.2	108.6	103.2	44.3	104.4	133.7	128.6	117.5	173.7	129.8	94.4	109.0	122.5	47.4	46.2	51.2	53.1	51.6	52.0	43.9	0	97.8	60.1	55.1	117.5
LOC108015758|XP_016937784.1|DSUZ	0	297.7	423.3	288.9	317.4	278.9	298.9	432.2	301.6	814.7	698.7	879.4	822.4	679.5	859.0	857.1	882.9	678.3	761.5	699.5	862.8	870.2	756.9	696.8	693.7	697.6	756.1	764.6	305.8	764.6	867.5	832.4	872.5	927.5	839.0	700.7	706.1	867.1	317.4	318.9	292.7	272.7	300.1	304.3	322.4	321.2	653.7	359.8	318.2	869.8
LOC108020206|XP_016943813.1|DSUZ	579.5	356.7	299.25	219.20000000000002	151.4	416.8	218.55	560.5	223.2	1660.2	1359.0	1763.4	1652.9	1380.2	1707.6	1738.8	1718.4	1387.5	1600.5	1368.2	1614.4	1738.0	1579.3	1362.1	1364.0	1456.4	1580.5	1594.7	145.2	1595.1	1736.5	1651.0	1731.8	1827.4	1729.5	1465.7	1493.4	1734.9	152.1	155.6	209.55	248.1	222.85	205.64999999999998	116.7	169.5	1340.9	262.3	178.7	1737.2
LOC108018464|XP_016941509.1|DSUZ	539.7	327.4	414.1	317.0	357.1	364.4	330.1	311.4	307.4	852.8	788.9	887.5	847.8	800.8	875.2	852.0	871.3	317.3666666666666	833.2	794.3	868.6	869.4	845.5	761.5	792.7	794.3	830.9	845.5	363.2	845.1	363.8666666666666	867.5	859.8	1044.6	891.7	788.1	828.9	860.9	363.2	334.3	331.3	339.7	334.7	321.6	364.0	358.6	803.5	228.4	363.2	854.4
LOC108019626|XP_016942997.1|DSUZ	203.4	196.4	198.35000000000002	197.6	174.1	196.4	198.0	208.4	181.0	380.2	270.75	406.4	233.4	336.3	250.1	370.9	244.0	270.6	302.8	277.5	229.54999999999998	375.9	332.6	271.9	264.45	289.04999999999995	163.2	335.1	176.8	336.3	310.1666666666667	198.54999999999998	378.6	424.1	252.3	289.65	302.1333333333334	372.1	61.6	178.7	196.4	157.1	189.9	192.6	178.7	179.1	317.4	205.3	186.0	377.5
LOC108006609|XP_016925622.1|DSUZ	0	0	0	0	0	0	47.0	0	0	107.83333333333333	84.7	142.1	117.5	81.3	156.8	173.3	157.5	77.0	95.5	79.7	108.8	126.69999999999999	94.0	84.7	84.0	84.0	95.9	93.6	0	93.6	166.0	115.5	166.0	215.3	191.8	80.5	98.2	132.3	0	0	0	0	0	0	0	0	85.5	39.7	0	130.55
LOC108004751|XP_016923276.1|DSUZ	410.38	434.5	807.7	434.85	457.8	324.43333333333334	537.8333333333333	825.1	402.75	979.2	939.1	1012.7	455.6666666666667	942.6	987.3	1000.3	645.6	948.3	645.8	940.3	990.7	997.7	972.6	423.15	453.54999999999995	948.3	536.0333333333333	973.0	348.20000000000005	973.8	989.2	984.2	1001.5	1037.7	1005.0	945.7	955.7	1000.0	463.20000000000005	458.2	427.95	377.29999999999995	449.9	434.5	461.65000000000003	460.90000000000003	951.0	422.15000000000003	460.65	1001.5
LOC108006261|XP_016925197.1|DSUZ	168.89999999999998	120.9	189.1	102.1	142.9	139.4	104.4	189.1	157.9	502.3	474.2	509.2	498.8	476.9	523.5	514.6	519.2	487.3	487.6	476.9	486.5	510.8	488.4	478.0	471.5	481.9	488.0	488.4	126.7	488.0	525.0	487.6	509.6	555.1	419.5	482.6	427.9	516.9	0	138.3	131.3	117.5	169.5	115.5	138.7	134.8	463.0	178.7	132.9	511.9
LOC108013973|XP_016935481.1|DSUZ	565.1	293.1	568.9	299.3	313.2	305.8	301.6	558.5	246.1	776.5	755.0	816.6	775.8	753.4	797.3	804.7	790.4	769.2	779.6	753.8	790.8	804.7	779.2	750.7	754.2	760.0	781.2	781.9	291.6	781.9	813.1	777.7	807.4	837.4	815.8	760.0	748.8	807.7	298.1	292.4	306.6	277.3	127.85000000000001	309.7	0	0	725.3	288.9	297.7	805.1
LOC108006730|XP_016925762.1|DSUZ	349.27500000000003	407.5	457.6	389.4	205.3	390.6	379.0	364.6333333333334	365.2	648.3	599.4	765.4	394.65000000000003	586.6	706.4	671.0	718.8	579.7	619.4	598.6	408.84999999999997	681.8	620.5	594.7	594.3	606.3	402.5	615.5	422.9	614.4	707.2	356.45000000000005	689.1	989.2	732.6	608.6	600.1	672.5	412.9	423.7	244.6	350.1	396.0	404.1	417.5	407.5	600.5	399.4	422.35	677.6
LOC108010074|XP_016930376.1|DSUZ	872.8	567.4	864.4	622.5	613.4	617.1	639.8	840.9	0	1355.1	1214.1	1559.3	1350.1	1196.8	1394.0	1370.5	1474.5	1224.2	1277.7	1204.9	1359.0	1458.0	1281.2	1216.1	1212.6	1236.5	1271.1	1283.9	672.2	1281.9	1345.5	1359.7	1461.0	1638.2	1451.8	1241.1	1257.7	1464.9	674.9	674.9	568.9	632.1	649.0	624.0	657.9	663.3	1180.6	651.4	670.2	1449.5
LOC108004801|XP_016923342.1|DSUZ	0	0	0	0	0	0	0	0	0	85.5	0	308.9	91.3	0	233.4	234.2	198.7	0	0	0	107.8	236.9	0	0	0	0	0	0	0	0	213.8	107.1	228.4	387.9	241.5	0	52.4	235.3	0	0	0	0	0	0	0	0	0	0	0	187.2
LOC108005652|XP_016924456.1|DSUZ	0	0	0	0	0	0	0	0	0	96.3	63.5	142.5	92.0	53.1	118.6	112.5	102.1	60.5	68.2	56.6	74.3	115.5	74.7	63.5	60.8	71.2	70.5	74.3	0	74.3	122.5	78.2	112.1	164.5	115.5	69.7	63.9	119.4	0	0	0	0	0	0	0	0	52.8	0	0	115.2
LOC108021468|XP_016945689.1|DSUZ	118.6	88.2	113.6	87.8	79.3	91.7	86.3	121.3	88.2	691.0	606.7	977.6	675.2	568.2	820.5	854.4	836.3	464.93333333333334	710.7	543.5	645.2	830.5	692.2	636.0	612.5	537.0	611.7	616.7	77.0	687.2	0	711.1	880.2	1021.1	859.0	536.2	569.3	812.8	74.3	79.7	85.5	89.4	73.2	84.7	71.6	70.1	503.8	110.2	78.2	872.5
LOC108016081|XP_016938166.1|DSUZ	684.5	505.8	696.0	503.1	473.0	416.0	493.4	555.1	468.4	1504.2	1341.3	1644.4	1495.7	1273.8	1575.1	1563.1	1566.2	1309.7	1325.5	476.5999999999999	1520.4	1551.2	1321.2	1344.7	1342.0	1363.2	1182.7	1320.8	398.7	1315.1	1557.0	1531.9	1566.2	1675.2	1552.7	1361.7	1361.3	1564.7	457.6	460.7	500.0	319.7	459.5	511.5	498.0	483.8	1301.6	504.6	453.0	1559.3
LOC108013165|XP_016934351.1|DSUZ	125.55	74.7	112.1	75.65	107.8	91.7	73.95	134.8	87.0	287.0	237.7	382.5	288.9	192.6	314.7	364.0	356.3	279.3	228.0	236.1	243.8	354.0	270.0	201.1	241.9	261.5	275.8	233.4	101.7	233.4	335.9	305.4	353.2	401.0	344.4	259.2	280.8	359.4	0	103.2	77.05	92.8	54.099999999999994	70.85	105.9	102.4	197.6	74.1	107.1	349.4
LOC108013360|XP_016934670.1|DSUZ	117.72	73.55	0	76.65	115.5	77.4	75.1	111.5	73.35	1198.0	665.2	1490.3	1218.0	795.0	1142.5	1314.3	1361.7	631.7	936.4	740.7	1153.7	1335.1	977.6	691.0	698.0	675.2	891.0	967.2	113.2	970.7	1308.9	1186.8	1354.0	1618.6	1206.0	632.5	812.8	1360.9	115.5	102.4	70.9	54.3	75.3	74.15	90.1	108.6	874.4	103.6	86.85	1363.6
LOC108015002|XP_016936717.1|DSUZ	414.05	235.3	350.1	246.1	247.7	288.1	247.7	353.2	213.4	1397.5	1238.4	1529.6	1399.4	1214.5	1411.0	1462.6	1492.6	1228.0	1093.55	1237.2	1418.7	1387.5	1109.15	1236.5	1226.8	1247.3	1132.85	1127.1	280.0	1113.4	1473.0	1414.1	1394.0	1545.0	1495.7	1246.5	1289.6	1459.1	292.7	273.9	238.4	213.4	229.9	232.6	275.0	266.2	1148.3	258.5	274.6	1394.8
LOC108009605|XP_016929582.1|DSUZ	228.5666666666667	117.1	238.0	99.95	129.4	134.4	102.25	213.4	0	447.6	361.3	469.5	444.9	365.5	457.2	438.3	461.8	358.2	429.1	355.5	439.1	434.1	434.1	361.3	358.2	360.1	424.5	434.1	87.0	434.1	458.4	434.5	437.2	477.2	465.7	359.8	386.7	434.9	144.8	146.0	114.0	104.4	82.05	112.8	152.9	154.8	309.7	121.1	152.9	436.0
LOC108015226|XP_016937059.1|DSUZ	0	0	0	0	0	0	0	0	0	180.9	250.0	643.7	379.8	161.4	483.0	522.3	316.6	242.3	152.9	267.7	0	540.4	125.0	255.8	253.4	243.4	147.5	119.8	0	113.89999999999999	558.5	382.9	540.4	701.0	561.6	241.5	349.0	559.3	0	0	0	0	0	0	0	0	289.7	0	0	544.3
LOC108006829|XP_016925865.1|DSUZ	169.1	0	157.9	0	117.9	94.7	0	100.15	0	432.6	382.5	478.8	436.4	371.7	471.9	463.8	466.1	384.0	425.2	379.8	443.7	405.2	404.8	387.1	383.3	364.4	393.3	408.7	102.6	397.1	428.7	444.5	450.7	524.2	470.3	368.6	390.2	455.3	114.4	117.5	0	99.0	0	0	118.2	117.9	379.8	114.8	116.3	447.6
LOC108012635|XP_016933547.1|DSUZ	73.9	0	63.2	0	0	0	0	0	0	525.0	347.1	666.8	517.7	362.1	631.3	644.0	643.7	370.9	420.6	360.5	503.1	667.2	361.7	356.3	348.4	367.5	389.0	369.0	0	379.0	660.6	500.0	676.4	900.2	733.0	361.7	394.0	622.1	0	0	0	0	0	0	0	0	373.2	0	0	672.9
LOC108005649|XP_016924449.1|DSUZ	290.0	228.8	269.2	229.9	147.5	168.7	229.6	243.4	193.7	817.4	580.5	1270.4	773.5	535.4	926.4	798.5	893.3	548.1	648.3	624.8	739.2	845.5	696.0333333333333	340.5	590.9	637.9	681.8	704.5	93.2	713.4	990.3	697.2	832.8	1649.4	1108.6	627.5	606.3	855.5	0	139.0	230.3	182.6	208.4	227.6	139.8	139.4	626.7	230.7	141.7	835.9
LOC108020289|XP_016943906.1|DSUZ	0	86.3	146.0	0	156.8	0	0	207.6	0	1395.6	1182.2	1679.1	1386.3	1163.3	1497.6	1584.7	1502.6	879.75	1289.2	1164.4	1484.2	1573.1	1283.1	1181.4	1185.2	1222.2	1300.0	1285.0	0	1281.9	1529.2	1485.3	1549.3	1792.3	1629.8	1196.8	1218.8	1433.3	141.0	156.8	65.1	74.7	92.0	87.0	50.1	162.9	1152.9	0	138.3	1506.5
LOC108015382|XP_016937290.1|DSUZ	353.20000000000005	322.4	342.4	319.3	277.7	324.7	325.1	401.4	325.9	699.5	620.5	731.5	707.2	609.4	728.0	671.0	728.8	663.3	660.6	658.3	718.0	634.0	654.4	636.7	646.4	647.9	645.2	655.6	287.0	654.1	685.3	701.8	641.0	790.0	729.6	642.5	649.0	671.4	281.2	277.7	318.5	290.4	332.0	322.4	280.8	287.3	655.6	340.5	274.6	709.9
LOC108005502|XP_016924297.1|DSUZ	127.9	46.6	122.9	46.6	100.5	0	45.8	75.1	0	446.0	304.7	567.0	474.2	310.8	451.1	526.9	563.9	310.1	380.2	258.5	487.3	526.6	352.1	0	275.0	296.6	398.3	355.1	101.7	352.8	508.8	134.49473684210525	531.9	637.9	510.0	276.6	288.1	521.5	83.2	80.5	48.1	0	0	43.5	0	103.6	329.3	47.4	84.0	515.8
LOC108012471|XP_016933352.1|DSUZ	56.6	0	0	0	0	0	0	0	0	125.9	97.8	134.8	127.5	99.0	124.8	138.3	132.1	86.3	100.9	100.9	132.5	133.3	102.4	97.8	97.8	105.9	103.2	102.4	0	102.4	131.7	131.0	131.7	146.0	143.7	105.9	101.3	135.2	0	0	0	45.8	0	0	0	0	83.2	0	0	135.2
LOC108010862|XP_016931328.1|DSUZ	325.1	66.6	253.8	60.1	0	63.2	54.7	269.2	0	1027.7	867.5	1228.4	1035.4	836.3	1139.8	1131.7	1168.3	865.1	996.9	883.2	959.9	1172.1	975.3	852.8	868.6	896.3	976.9	974.5	64.7	995.0	1172.1	972.6	1159.4	1308.1	1179.5	862.8	817.0	1159.8	56.2	64.3	65.1	53.5	0	48.9	55.5	0	869.4	77.8	58.9	1161.7
LOC108019606|XP_016942973.1|DSUZ	84.7	93.2	121.7	90.1	116.7	117.5	89.0	113.2	0	174.9	160.2	181.8	171.4	150.6	183.0	191.0	183.3	156.8	159.8	164.1	164.1	183.7	161.8	160.2	159.8	154.8	164.1	162.5	121.7	161.4	174.5	167.2	180.3	211.1	179.5	155.2	157.5	185.3	122.9	123.2	94.0	100.5	94.0	92.4	0	0	155.6	108.2	122.1	182.6
LOC108011653|XP_016932338.1|DSUZ	0	0	0	0	0	0	0	0	0	102.1	57.0	386.3	107.5	43.5	152.1	182.2	213.0	0	0	0	0	151.8	42.0	0	0	49.85	49.7	0	0	0	202.6	0	141.4	656.4	314.3	0	58.5	173.3	0	0	0	0	0	0	0	0	47.4	0	0	137.5
LOC108012684|XP_016933599.1|DSUZ	0	0	0	0	0	0	0	0	0	0	54.7	141.0	0	0	92.0	97.1	88.2	0	0	50.8	0	97.1	0	54.7	54.3	0	48.9	0	0	0	101.7	85.9	95.5	151.8	109.4	0	72.0	84.3	0	0	0	0	0	0	0	0	0	0	0	95.9
LOC108016793|XP_016939049.1|DSUZ	102.45	137.5	0	127.9	143.3	140.6	129.0	0	127.1	226.9	195.3	315.8	231.1	197.6	273.9	213.0	270.4	203.4	208.8	197.2	240.0	255.4	220.3	199.1	201.8	201.4	217.2	219.2	137.1	221.1	283.5	236.1	250.8	334.7	261.5	203.8	193.0	245.7	137.1	136.7	130.6	137.1	0	134.8	142.9	146.0	189.5	132.9	139.4	255.8
LOC108012340|XP_016933134.1|DSUZ	0	0	0	0	0	0	0	0	0	0	0	241.1	0	0	59.7	100.5	95.1	0	0	0	0	89.7	0	0	0	0	0	0	0	0	117.9	0	43.1	399.8	132.5	0	0	75.9	0	0	0	0	0	0	0	0	0	0	0	45.1
LOC108008326|XP_016927638.1|DSUZ	65.9	64.3	60.8	65.5	47.8	75.5	63.9	0	0	373.2	229.9	493.0	381.3	275.8	483.0	518.5	516.5	300.1	360.1	293.9	369.8	483.8	297.54999999999995	236.1	248.1	264.2	334.3	326.6	48.9	309.3	493.4	339.7	491.1	583.6	478.8	263.5	276.6	504.6	0	0	69.7	71.2	0	69.3	44.7	44.7	284.6	71.2	47.8	481.5
LOC108014023|XP_016935529.1|DSUZ	0	0	0	0	0	0	0	0	0	0	0	82.8	0	0	0	73.6	72.8	0	0	0	0	72.0	0	0	0	0	0	0	0	0	72.8	0	70.9	119.0	64.7	0	0	67.8	0	0	0	0	0	0	0	0	0	0	0	73.2
LOC108011115|XP_016931675.1|DSUZ	0	50.8	0	0	0	0	48.9	43.1	0	152.5	169.9	522.3	164.1	164.9	187.4	110.0	273.1	152.1	166.0	164.5	136.3	241.3	108.4	171.4	175.6	156.8	171.4	160.6	0	161.4	261.95	166.8	219.2	923.7	441.8	155.2	188.3	358.2	0	0	42.0	0	0	0	0	0	149.1	44.7	0	241.15
LOC108008561|XP_016927921.1|DSUZ	0	0	0	0	0	0	0	0	0	173.3	172.9	370.5	172.6	151.8	287.3	320.9	315.1	171.0	188.0	173.7	234.6	340.9	178.75	176.8	169.1	177.6	197.2	181.0	0	186.4	266.2	232.65	351.3	417.5	330.5	178.3	182.6	305.4	0	0	0	0	0	0	0	0	139.0	0	0	339.7
LOC108021381|XP_016945565.1|DSUZ	0	87.8	62.95	63.55	98.2	87.4	89.0	102.8	101.3	847.0	0	1075.5	835.9	0	438.15	923.3	983.4	0	241.5	0	846.3	901.4	424.5	0	0	0	0	427.6	0	426.0	173.3	823.2	906.7	1188.3	1037.7	0	115.2	944.9	72.25	91.7	93.6	58.2	90.5	77.8	102.1	110.2	282.0	72.8	90.1	925.2
LOC108013550|XP_016934949.1|DSUZ	0	0	45.4	0	0	0	45.4	0	0	65.65	69.35	460.7	0	0	314.3	308.5	327.8	0	123.6	68.75	149.4	311.2	114.0	68.75	71.65	94.4	131.0	113.6	0	116.3	294.7	156.4	301.2	822.4	372.9	72.8	104.8	306.6	0	0	43.5	0	46.6	0	0	0	0	0	0	299.7
LOC108016622|XP_016938806.1|DSUZ	258.375	344.4	334.3	349.0	348.2	341.7	349.4	364.4	347.8	508.1	474.6	505.4	505.8	473.0	508.8	506.5	507.3	463.4	499.6	474.6	503.4	506.5	499.6	474.6	474.6	474.6	499.6	499.6	209.75	499.6	505.8	503.4	506.5	508.8	504.6	475.55	496.5	506.5	351.7	321.2	346.7	352.1	351.3	348.6	349.0	207.36666666666667	496.9	341.7	348.6	506.5
LOC108020749|XP_016944618.1|DSUZ	226.10000000000002	266.2	270.8	269.6	174.5	64.3	258.1	288.9	229.9	460.7	642.9	969.1	856.3	687.2	808.5	908.3	924.1	654.1	844.0	656.8	745.0	922.9	773.5	652.1	655.6	707.2	777.7	771.9	151.0	773.1	826.2	760.0	919.5	1005.0	950.3	704.9	556.6	853.2	93.19999999999999	191.4	262.3	142.3	240.75	246.1	139.6	181.0	363.25	143.7	213.4	943.7
LOC108012707|XP_016933624.1|DSUZ	0	0	46.2	0	0	0	0	0	0	226.5	83.2	311.6	226.1	0	256.9	280.4	286.2	122.1	217.6	77.8	235.3	273.5	224.6	75.5	79.0	155.2	218.8	226.9	0	226.9	227.25	236.1	274.6	327.4	305.1	154.1	144.1	278.1	0	0	0	0	0	42.4	0	0	122.9	0	0	272.7
LOC108005204|XP_016923880.1|DSUZ	252.7	199.5	216.9	201.1	221.1	147.1	208.8	109.0	190.3	384.0	350.1	632.1	397.5	330.5	565.5	567.4	529.6	354.0	416.0	348.2	404.4	548.5	406.0	350.1	357.5	357.8	419.9	403.7	209.1	402.9	580.9	380.9	549.3	676.8	594.7	362.8	372.9	577.4	225.3	211.1	188.0	122.1	185.3	100.1	218.8	224.9	313.2	155.6	130.75	547.4
LOC108008423|XP_016927763.1|DSUZ	146.23333333333332	143.7	150.2	142.1	139.0	131.0	143.3	135.6	139.0	172.6	167.9	172.6	171.4	167.9	172.6	171.8	172.6	167.9	172.6	167.9	172.6	171.8	172.6	167.9	167.9	167.9	172.6	172.6	138.3	172.6	151.15	172.6	170.6	172.6	172.6	167.9	172.6	171.8	110.9	138.7	142.9	118.6	142.1	143.7	139.0	139.0	160.2	147.9	141.0	171.8
